poemId,allTopics,allProbabilities,topics,topicWords,topicProbabilities
3163,"0,1,2,3","0.0150,0.0144,0.0144,0.9562","3,1,0","""冰, 塵, 桃花, 梅花, 玉, 眉, 虢國, 雲, 香, 魂""，""尙存, 銀牀""，""夢, 恐, 愁, 泥, 黃昏""","0.02,0.01,0.96"
3164,"0,1,2,3","0.5802,0.0145,0.0152,0.3902","0,3,2","""庭院, 曲, 海棠, 淚, 瘦影, 花, 蘭, 鮮""，""人, 別樣, 玉, 珠, 香""，""妝, 翡翠, 鬬淸, 鳳釵""","0.58,0.02,0.39"
3165,"0,1,2,3","0.0176,0.0171,0.0172,0.9482","0,3,2","""簾, 花""，""佳名, 影, 扇, 新, 水晶, 玉, 珠, 隱約, 雪, 香""，""妝, 瓊英""","0.02,0.02,0.95"
3166,"0,1,2,3","0.7663,0.0163,0.2005,0.0169","0,2,3","""宵, 寂寥, 寒, 愁, 斜月, 朦朧, 病骨, 舊夢, 花""，""料峭, 漏水, 茗椀, 藥爐""，""晚風, 龍""","0.77,0.20,0.02"
3167,"0,1,2,3","0.9508,0.0159,0.0160,0.0173","3,0","""新, 翠, 香""，""心, 春, 梅, 江南, 泥, 燒, 病, 絮, 詞, 金, 長歌, 魚""","0.95,0.02"
3168,"0,1,2,3","0.0124,0.0118,0.0117,0.9642","0,3,1","""夜, 夢, 悵望, 白雲, 相憶, 雁, 魚""，""人, 冰, 天, 水, 無情, 熏籠, 玉, 笙, 翠, 銀河, 雲""，""江, 銀牀""","0.01,0.01,0.96"
3169,"0,1,2,3","0.6525,0.0143,0.0145,0.3187","3,0,2","""冰, 寂寞, 無恙, 玉, 雲, 香""，""夜, 客, 情, 書, 桂樹, 江上, 闌, 難, 魚""，""新寒, 東堂""","0.65,0.01,0.32"
3170,"0,1,2,3","0.6122,0.0137,0.0135,0.3606","3,0,1","""不用, 人, 吳江, 生, 蓮, 雨""，""夜, 夢, 情, 愁, 故國, 歸, 西風, 詩, 鴻""，""世態, 秋, 闌珊""","0.61,0.01,0.36"
3171,"0,1,2,3","0.0158,0.0153,0.0156,0.9533","3,2,1,0","""別樣, 單衣, 影, 新, 畫, 臨風, 陳迹, 雲""，""心情, 蕭疏""，""秋""，""冷, 寒, 病, 詩, 金""","0.02,0.02,0.02,0.95"
3172,"0,1,2,3","0.9442,0.0185,0.0185,0.0188","1,2,0,3","""秋, 重陽""，""合並, 風信""，""合歡, 寒, 心, 獨占, 瘦影, 花""，""妬, 香""","0.94,0.02,0.02,0.02"
3173,"0,1,2,3","0.9312,0.0234,0.0230,0.0223","0,2,3","""冷, 學, 寒, 愁, 歸, 風, 黃花""，""秋光""，""女, 妃""","0.93,0.02,0.02"
3174,"0,1,2,3","0.0180,0.0172,0.0173,0.9475","0,3,1","""冷, 夜, 簾, 舊, 闌""，""人, 新, 相親, 眉梢, 翠, 雅稱, 香""，""杜甫""","0.02,0.02,0.95"
3175,"0,1,2,3","0.9544,0.0151,0.0151,0.0154","0,3,1","""夕陽, 夜月, 情, 惆悵, 惜別, 愁, 暗淡, 有人, 舊, 蘭, 詩, 連日, 金, 雨聲""，""影""，""秋""","0.95,0.02,0.02"
3176,"0,1,2,3","0.7769,0.0261,0.0267,0.1703","2,3,0","""翠竹""，""松, 畫, 疏影, 香""，""寒, 梅, 炎, 苦""","0.78,0.03,0.17"
3177,"0,1,2,3","0.2348,0.0092,0.0093,0.7467","0,2,3,1","""可憐, 回首, 夏, 學, 家家, 徐熙, 情, 江南, 瘦影, 絮, 舊, 花, 風""，""波光, 蓉湖, 虛空""，""愧, 梅花, 湖, 湘簾, 畫, 翠, 芙蕖, 蓮, 門外, 香""，""揮毫""","0.23,0.01,0.01,0.75"
3178,"0,1,2,3","0.0297,0.0295,0.5896,0.3512","3,2,0,1","""春陰, 畫, 蝶""，""東風, 豔陽, 閒眠""，""院落""，""枕邊""","0.03,0.03,0.59,0.35"
3179,"0,1,2,3","0.6534,0.0214,0.3031,0.0221","2,0,3","""月影, 檢點, 殘紅, 迷離""，""冷, 夜, 春, 花, 風, 黃昏""，""魂""","0.65,0.30,0.02"
3180,"0,1,2,3","0.0300,0.0283,0.0285,0.9131","3,0","""人, 憐惜, 枝頭, 細雨, 陰""，""杜宇, 泥, 花""","0.03,0.91"
3181,"0,1,2,3","0.0238,0.0236,0.0246,0.9279","3,1,2","""影, 晴, 眉, 美人, 翠, 香草""，""桃葉""，""情思, 柳枝, 芳名""","0.02,0.02,0.93"
3182,"0,1,2,3","0.0184,0.0172,0.0173,0.9471","3,0,2","""人間, 天, 影, 星期, 未及, 淸泉, 玉盤, 阿香""，""今宵, 恨, 花, 車, 金""，""月令""","0.02,0.02,0.95"
3183,"0,1,2,3","0.0162,0.0154,0.0153,0.9531","0,1,3,2","""今宵, 年華, 愁, 昔時, 畢竟, 風""，""水樣, 百年, 秋""，""人, 人間, 仙侶, 天上, 星, 海""，""半百""","0.02,0.02,0.02,0.95"
3184,"0,1,2,3","0.0448,0.0441,0.0425,0.8686","1,0,3","""秋""，""柔, 蕭蕭""，""暮, 蟬聲""","0.04,0.04,0.87"
3185,"0,1,2,3","0.0393,0.0375,0.0375,0.8857","3,0,1","""水, 畫""，""愛, 神仙, 舊""，""樓臺""","0.04,0.04,0.89"
3186,"0,1,2,3","0.0327,0.0322,0.0320,0.9032","3,0","""今朝, 新, 水, 石城, 艇子, 面面""，""愁""","0.03,0.90"
3187,"0,1,2,3","0.0325,0.0322,0.0329,0.9025","3,2","""不許, 桃花, 舊時, 香""，""妝, 歌扇, 阮郎""","0.03,0.90"
3188,"0,1,2,3","0.0294,0.0283,0.0284,0.9139","3,0","""新, 水, 爭唱, 絃, 香""，""柔, 江南, 花""","0.03,0.91"
3189,"0,1,2,3","0.9209,0.0257,0.0260,0.0274","0,3","""家, 惟恐, 曲, 柘枝, 舊夢, 飄零""，""人, 山, 笙""","0.92,0.03"
3190,"0,1,2,3","0.0234,0.0234,0.0237,0.9295","2,3,0","""武夷, 波光""，""仙, 名勝, 影, 往還, 羣山, 迴環, 靈""，""曲""","0.02,0.02,0.93"
3191,"0,1,2,3","0.0324,0.0321,0.0333,0.9023","2,0,3","""武夷, 漁歌""，""曲""，""唱, 煙波, 碧空, 隱約""","0.03,0.03,0.90"
3192,"0,1,2,3","0.9006,0.0324,0.0328,0.0342","2,0,1,3","""武夷""，""夜, 曲, 花, 風""，""光""，""影""","0.90,0.03,0.03,0.03"
3193,"0,1,2,3","0.0330,0.0327,0.0329,0.9014","2,3,0,1","""武夷""，""仙人, 雲, 鶴, 鸞""，""彩雲""，""下方""","0.03,0.03,0.03,0.90"
3194,"0,1,2,3","0.0425,0.0323,0.0331,0.8921","2,0,3","""採茶, 武夷""，""曲, 難""，""唱, 林, 香""","0.04,0.03,0.89"
3195,"0,1,2,3","0.0520,0.0517,0.4207,0.4756","2,3","""出山, 武夷""，""雲""","0.42,0.48"
3196,"0,1,2,3","0.0267,0.0257,0.0259,0.9217","2,0,3,1","""武夷""，""曲, 花, 高岡""，""仙, 翠, 自在, 香""，""指點""","0.03,0.03,0.03,0.92"
3197,"0,1,2,3","0.4073,0.0287,0.0296,0.5345","2,0,3","""武夷""，""夜, 宵, 寒, 春""，""輕舟, 雨""","0.41,0.03,0.53"
3198,"0,1,2,3","0.0324,0.0322,0.0343,0.9011","3,2","""水, 胡麻, 香, 鶴""，""曉霞, 武夷, 洞口""","0.03,0.90"
3199,"0,1,2,3","0.0374,0.0368,0.0373,0.8886","2,3,0","""九曲""，""仙鄉, 天, 省識""，""白雲, 舊""","0.04,0.04,0.89"
3200,"0,1,2,3","0.0188,0.0185,0.0186,0.9440","3,0,2,1","""乞巧, 星, 翠, 蓮, 隱約""，""可憐, 宵, 簾, 迢迢, 長空""，""兒童, 曝衣""，""歡喜""","0.02,0.02,0.02,0.94"
3201,"0,1,2,3","0.0164,0.6287,0.0161,0.3388","3,1,0,2","""晚風, 玉宇, 瓜果, 蓮, 蟲, 銀河, 靈""，""前人, 樹影, 碧漢, 秋, 綺筵""，""小院, 歸""，""高寒""","0.02,0.63,0.02,0.34"
3202,"0,1,2,3","0.9839,0.0053,0.0053,0.0055","2,0,1,3","""東風, 花叢, 芳菲, 蓉城""，""傷心, 夢, 庭前, 恨, 惜, 愁, 春, 書, 柳, 款款, 歸, 消息, 準備, 無限, 相思, 相逢, 箋, 花, 詩, 金, 難""，""光, 急, 緩緩, 雪兒, 風雨""，""人, 含笑, 娉婷, 彈指, 有限, 東皇, 臨風, 蝶, 鳥, 鶯, 鸞""","0.98,0.01,0.01,0.01"
3203,"0,1,2,3","0.0328,0.0320,0.0342,0.9010","3,2","""扇, 新, 樹, 煖風, 竹, 翠""，""檢點""","0.03,0.90"
3204,"0,1,2,3","0.0373,0.0365,0.0401,0.8861","2,3","""九曲, 娘, 武夷""，""樹, 遠山, 郎""","0.04,0.89"
3205,"0,1,2,3","0.8686,0.0433,0.0430,0.0451","0,3,2","""喜, 寒""，""天, 雨""，""隄邊""","0.87,0.04,0.05"
3206,"0,1,2,3","0.2359,0.0256,0.0262,0.7123","0,3,2","""春, 花, 風光""，""人, 樹, 翠""，""峯巒, 採茶""","0.24,0.03,0.71"
3207,"0,1,2,3","0.0586,0.0524,0.0544,0.8346","3,0","""人, 嬌音, 鳥""，""學""","0.06,0.83"
3208,"0,1,2,3","0.0325,0.0328,0.0330,0.9017","2,3,0,1","""採茶""，""小女, 新葉, 翠黛, 遠山""，""柔""，""纖眉""","0.03,0.03,0.03,0.90"
3209,"0,1,2,3","0.9010,0.0329,0.0325,0.0337","3,0","""上頭, 阿姊""，""微雨, 春, 昨宵, 柔, 阿妹""","0.90,0.03"
3210,"0,1,2,3","0.0290,0.0289,0.0301,0.9120","3,2","""唱, 小憇, 林, 雲, 香""，""亭子, 採茶""","0.03,0.91"
3211,"0,1,2,3","0.0205,0.0196,0.0197,0.9402","0,3","""二月, 春, 江南""，""天, 林, 歲歲, 綠意, 翠, 舌, 雀, 雨, 龍""","0.02,0.94"
3212,"0,1,2,3","0.0528,0.0508,0.8440,0.0523","3,2,0","""娉婷""，""娘, 採茶""，""去歲""","0.05,0.84,0.05"
3213,"0,1,2,3","0.8423,0.0526,0.0513,0.0538","1,0,3","""黃金""，""歸, 阿母""，""遠山""","0.84,0.05,0.05"
3214,"0,1,2,3","0.7411,0.0321,0.1931,0.0337","0,2,3","""春, 杏子, 花, 辛苦, 風""，""一色""，""雲影""","0.74,0.19,0.03"
3215,"0,1,2,3","0.9860,0.0046,0.0046,0.0048","0,3,1,2","""堂堂, 學, 徜徉, 恨, 感, 日月, 柳, 死, 漢武, 玉兔, 生長, 白雲, 童, 芬芳, 花, 花花, 金, 難, 餐, 鳳""，""人, 回環, 天下, 女, 日夕, 玉, 生, 當年, 翰墨, 蓬萊, 輝煌, 雨, 香, 騷人, 鸞""，""光, 千古, 帝業, 秋, 緘默, 茫茫, 草木, 蒼蒼, 默默""，""交相, 妝, 秦皇, 螢光, 進士, 馳騁""","0.99,0.00,0.00,0.00"
3216,"0,1,2,3","0.2876,0.0237,0.0236,0.6651","3,2,0","""塵, 影, 生, 虢國""，""嫩苔""，""不惜, 兒女, 學, 金, 雄心""","0.29,0.02,0.67"
3217,"0,1,2,3","0.0189,0.0184,0.5718,0.3909","3,2,0","""人, 女, 影, 笑, 雲""，""全身, 妝, 娘, 效顰, 東施, 空空, 色相""，""春風""","0.02,0.57,0.39"
3218,"0,1,2,3","0.0156,0.0152,0.0151,0.9541","0,3,2,1","""家, 春, 曲, 花""，""人, 仙, 天, 山, 樹, 玉, 笑, 翠, 黛色""，""獨眠""，""炊煙""","0.02,0.02,0.02,0.95"
3219,"0,1,2,3","0.9205,0.0264,0.0260,0.0271","0,3,1","""思, 湘波, 舊, 花, 金""，""人, 女, 玉""，""焚香""","0.92,0.03,0.03"
3220,"0,1,2,3","0.0159,0.0155,0.0158,0.9528","2,3,0,1","""塵埃, 奴, 眞眞, 素質""，""下來, 仙, 冰, 影, 省識, 香, 魂, 龍""，""咫尺, 愛, 花""，""天台""","0.02,0.02,0.02,0.95"
3221,"0,1,2,3","0.0165,0.0163,0.0159,0.9513","3,0,1","""人, 天, 星, 水, 玉, 生, 畫, 雲, 香""，""寒, 梅, 花""，""光, 笛, 誰家""","0.02,0.02,0.95"
3222,"0,1,2,3","0.0209,0.0200,0.0197,0.9394","1,3,0","""明月, 秦淮""，""仙子, 唱, 妬, 影, 湖, 畫""，""帆, 春, 河, 花""","0.02,0.02,0.94"
3223,"0,1,2,3","0.0181,0.0171,0.0177,0.9472","3,0,2","""佛, 新, 玉, 蓮, 蝶, 韶華, 香""，""惜, 曲, 柳, 花""，""新寒, 滿身""","0.02,0.02,0.95"
3224,"0,1,2,3","0.0166,0.0162,0.0161,0.9511","0,3","""夢, 春宵""，""仙, 宋玉, 影, 新, 水, 海棠花, 燭, 蓮, 蝶, 雲, 香""","0.02,0.95"
3225,"0,1,2,3","0.0112,0.0107,0.0106,0.9675","3,1,0","""人, 冰, 唱, 奇, 嶺南, 新, 晶丸, 火, 玉, 珠, 竹, 紅塵, 翠, 香, 鶴, 龍""，""宋""，""夏, 寒, 獨, 蠶, 鳳""","0.01,0.01,0.97"
3226,"0,1,2,3","0.9239,0.0038,0.0038,0.0685","0,3,1,2","""仰, 吟詠, 喜, 夜, 心, 思, 愁, 愛, 明珠, 春, 晚年, 曲, 書, 朝夕, 梅, 泉, 芬芳, 花, 苦, 菊, 蘭, 詩, 難, 風, 鬚眉""，""何人, 何其, 冰霜, 周遭, 和, 山, 愧, 新, 珠, 生, 眉, 美人, 蓮, 蝶, 襟懷, 郎, 鈞, 雲, 香""，""先賢, 千古, 灌溉, 美女, 艱辛, 萬壑, 詩書""，""妝, 花期, 記事, 養生""","0.92,0.00,0.00,0.07"
3227,"0,1,2,3","0.9133,0.0292,0.0284,0.0291","0,1,3","""人生, 客, 心, 烏絲, 簾, 鸚鵡""，""憐才""，""香""","0.91,0.03,0.03"
3228,"0,1,2,3","0.8895,0.0366,0.0361,0.0378","0,3","""十年, 心, 金錢, 難""，""玉, 郎""","0.89,0.04"
3229,"0,1,2,3","0.0258,0.0257,0.0264,0.9221","2,3,0","""溪頭""，""丰韻, 人, 女, 掩映, 爭唱, 蓮""，""花""","0.03,0.03,0.92"
3230,"0,1,2,3","0.0341,0.0326,0.0323,0.9010","3,2,0","""人, 蓮, 蓮子, 蓮花""，""心長""，""愛, 苦""","0.03,0.03,0.90"
3231,"0,1,2,3","0.9345,0.0213,0.0216,0.0226","0,3,2","""恐, 秋風, 簾, 舊, 花""，""妬, 弄影, 新, 香""，""妝""","0.93,0.02,0.02"
3232,"0,1,2,3","0.9473,0.0173,0.0179,0.0175","0,2,1","""可憐, 庭院, 愁, 春天, 病, 紅豆, 芳草, 落花, 閬苑""，""分股, 王孫, 蓬山, 靑絲""，""馬""","0.95,0.02,0.02"
3233,"0,1,2,3","0.9408,0.0196,0.0196,0.0200","0,3,2","""夢, 幾多, 恨, 愁, 春寒, 楚尾, 舊, 花, 金, 難""，""玉""，""上樓""","0.94,0.02,0.02"
3234,"0,1,2,3","0.5490,0.0163,0.2589,0.1759","0,2,3,1","""分離, 夢, 帆, 心事, 治, 絮, 風""，""草草, 遼陽, 靑驄""，""旌, 浪, 萍""，""光""","0.55,0.02,0.26,0.18"
3235,"0,1,2,3","0.4532,0.0151,0.0151,0.5166","3,0","""別緒, 女, 樹, 水, 玉, 纏綿, 雲""，""丁香, 寒, 情, 殷勤, 漫漫, 獨, 難, 韶光""","0.45,0.52"
3236,"0,1,2,3","0.4134,0.0172,0.0178,0.5515","0,3,2","""夢, 感, 春, 歸人, 比鄰""，""仙, 塵, 新, 桃花, 雲, 鳥""，""東風, 黃鶯""","0.41,0.02,0.55"
3237,"0,1,2,3","0.4149,0.0143,0.0144,0.5564","0,1,3,2","""寂寂, 恨, 情, 愁, 春, 絮, 花, 難""，""畫樓""，""十萬, 天, 東皇, 碧海, 舌, 虛設, 鶯""，""金鈴""","0.41,0.01,0.01,0.56"
3238,"0,1,2,3","0.9000,0.0335,0.0321,0.0344","1,3,0","""光, 團扇""，""隱約, 香""，""家, 梢頭, 荳蔻""","0.90,0.03,0.03"
3239,"0,1,2,3","0.0423,0.0426,0.8724,0.0427",2,"""小家碧玉, 柳梢, 聽到, 芳名, 苗條""",0.87
3240,"0,1,2,3","0.6394,0.0368,0.0370,0.2868","0,3","""感, 無限, 闌""，""九州, 人, 年年""","0.64,0.29"
3241,"0,1,2,3","0.0216,0.0214,0.0215,0.9355","3,0","""化作, 妬, 意態, 春江, 景物, 萍, 雲, 飛揚, 香塵, 鶯""，""泥""","0.02,0.94"
3242,"0,1,2,3","0.0393,0.0379,0.0368,0.8860","3,0,1","""塵, 影, 魂""，""家""，""綺寮, 詩句""","0.04,0.04,0.89"
3243,"0,1,2,3","0.8098,0.0635,0.0630,0.0637",0,"""天涯, 春風, 游子""",0.81
3244,"0,1,2,3","0.0373,0.0368,0.0363,0.8896","0,1,3","""江南""，""光""，""無恙, 畫稿, 竹, 蓮""","0.04,0.04,0.89"
3245,"0,1,2,3","0.0292,0.0288,0.0287,0.9133","3,1,2,0","""冰, 新, 玉骨, 蟬, 香""，""霓裳""，""謝娘""，""詩""","0.03,0.03,0.03,0.91"
3246,"0,1,2,3","0.9300,0.0232,0.0232,0.0236","0,3","""不堪, 夢, 宵, 往事, 感, 春, 詩, 輾轉""，""人, 從頭""","0.93,0.02"
3247,"0,1,2,3","0.0242,0.0235,0.0232,0.9290","3,0,1","""和, 影, 星, 雨, 雲""，""夜, 花, 迢迢""，""綺寮, 遠峯""","0.02,0.02,0.93"
3248,"0,1,2,3","0.2491,0.0287,0.0287,0.6935","3,0,2","""人, 梨花, 沈檀, 香""，""幾時, 心, 梅""，""春色""","0.25,0.03,0.69"
3249,"0,1,2,3","0.8702,0.0433,0.0427,0.0438",0,"""明日, 月底, 流鶯, 簾, 花""",0.87
3250,"0,1,2,3","0.0292,0.9106,0.0293,0.0309","1,3,0,2","""春晚, 樂事, 淡黃, 點綴""，""楊柳, 蝶""，""流鶯""，""花叢""","0.03,0.91,0.03,0.03"
3251,"0,1,2,3","0.0260,0.0255,0.0269,0.9217","3,0,2","""人, 天, 昔年, 桃花, 蝶, 鶯""，""可憐""，""惱人, 春色""","0.03,0.03,0.92"
3252,"0,1,2,3","0.5966,0.3753,0.0136,0.0145","0,1,3","""何時, 夜, 天心, 愁, 落葉, 長空, 風""，""宇宙, 山河, 怒潮, 急, 浩劫, 馬, 驚濤""，""星, 樹, 雨, 雲""","0.60,0.38,0.01"
3253,"0,1,2,3","0.9404,0.0198,0.0197,0.0201","3,0","""唱, 香""，""佳音, 姓名, 家, 恨, 戀, 柳, 花, 離愁, 風, 驪歌""","0.94,0.02"
3254,"0,1,2,3","0.9505,0.0162,0.0161,0.0172","0,2,3","""傷神, 回首, 客, 寒, 春, 猶如, 笑談, 金, 階""，""母親""，""塵, 影, 煙波, 雲, 裏""","0.95,0.02,0.02"
3255,"0,1,2,3","0.9596,0.0130,0.0130,0.0144","0,3,2,1","""南浦, 夏, 客, 家園, 從此, 思, 感, 泥, 閨""，""冬, 斜陽, 綠波, 萍, 蹉跎, 雲""，""保重, 妝""，""百年, 音塵""","0.96,0.01,0.01,0.01"
3256,"0,1,2,3","0.3155,0.1624,0.0172,0.5049","3,0,1","""人, 山, 影, 登臺, 細雨, 龍""，""客, 惜別, 握手, 西風, 黃花""，""半江, 楓葉, 隱隱""","0.32,0.16,0.50"
3257,"0,1,2,3","0.8353,0.0202,0.1234,0.0210","0,3,2,1","""愁, 獨, 連營, 階, 難""，""太息, 舌, 萬民""，""將軍, 洪流, 陶公""，""滄江""","0.84,0.02,0.12,0.02"
3258,"0,1,2,3","0.0374,0.0375,0.0389,0.8861","0,3,2","""舟, 誰知""，""塵, 天塹, 焚身""，""往返""","0.04,0.04,0.89"
3259,"0,1,2,3","0.0353,0.0321,0.9000,0.0326","2,3,0","""偷, 壁上, 大廈, 狂瀾, 獨木""，""縱橫""，""難""","0.04,0.90,0.03"
3260,"0,1,2,3","0.0349,0.0329,0.0319,0.9003","3,0,1","""殉國, 水, 火, 生""，""思, 恨""，""馬""","0.03,0.03,0.90"
3261,"0,1,2,3","0.9031,0.0327,0.0319,0.0323","1,3,0","""浩劫""，""生""，""何時, 大義, 家, 愛, 難""","0.90,0.03,0.03"
3262,"0,1,2,3","0.0295,0.5916,0.0286,0.3502","1,0,3","""戰, 極目, 江, 海門, 秋""，""冷""，""山, 水""","0.03,0.59,0.35"
3263,"0,1,2,3","0.0671,0.0689,0.0657,0.7984","3,1","""屏障, 東南""，""蒼生""","0.07,0.80"
3264,"0,1,2,3","0.0289,0.0289,0.0297,0.9125","3,0,2,1","""天, 影, 畫, 船""，""帆""，""徹夜, 競渡""，""藕花洲""","0.03,0.03,0.03,0.91"
3265,"0,1,2,3","0.0236,0.0233,0.0234,0.9296","3,2,1","""人影, 湖, 蛟宮, 鏡中, 雲, 香, 鱗, 龍""，""刻畫""，""光""","0.02,0.02,0.93"
3266,"0,1,2,3","0.0372,0.0372,0.0377,0.8879","3,2","""今朝, 浪, 畫, 紅旗""，""錦標, 電鼓""","0.04,0.89"
3267,"0,1,2,3","0.0432,0.0425,0.0464,0.8679","2,3","""娘""，""小隊, 畫, 靈, 龍""","0.05,0.87"
3268,"0,1,2,3","0.3670,0.0175,0.0186,0.5969","3,0,2,1","""人, 塘, 珠, 雲, 香""，""學, 客, 春, 簾, 風""，""丁娘, 妝, 細細""，""詩情""","0.37,0.02,0.02,0.60"
3269,"0,1,2,3","0.0514,0.0510,0.0510,0.8466",3,"""冰, 化工, 蟲, 雪""",0.85
3270,"0,1,2,3","0.5633,0.0436,0.0443,0.3488","3,0,1","""人間, 無瑕""，""雞, 難""，""可憐蟲""","0.56,0.04,0.35"
3271,"0,1,2,3","0.3478,0.0429,0.0425,0.5668","3,0","""纏綿, 蝶""，""君, 柔, 花""","0.35,0.57"
3272,"0,1,2,3","0.0248,0.0234,0.0236,0.9282","2,0,3","""漢苑""，""寒, 恐, 金""，""妬, 珠, 生, 百官, 雲, 香""","0.02,0.02,0.93"
3273,"0,1,2,3","0.0373,0.8866,0.0379,0.0382","1,3,2","""應有, 海上""，""天""，""報春, 萬紫千紅, 蓉城""","0.89,0.04,0.04"
3274,"0,1,2,3","0.9139,0.0284,0.0284,0.0293","0,3","""喜, 恨, 書, 累, 花, 西風, 風光""，""人""","0.91,0.03"
3275,"0,1,2,3","0.8887,0.0368,0.0370,0.0375","0,2,3","""延年, 秋風, 花, 菊""，""桂子""，""人""","0.89,0.04,0.04"
3276,"0,1,2,3","0.0224,0.0219,0.0223,0.9334","3,1,2,0","""塵, 瑤臺, 相延, 纏綿, 蠶絲""，""潦倒""，""浮生""，""兒女, 心, 情, 舊""","0.02,0.02,0.02,0.93"
3277,"0,1,2,3","0.9027,0.0324,0.0320,0.0329","3,0","""唱, 珠""，""姑, 婦, 掌中, 歧, 驪歌""","0.90,0.03"
3278,"0,1,2,3","0.8692,0.0428,0.0430,0.0450","0,1,3","""平安, 慰, 病骨""，""支離""，""甲子""","0.87,0.04,0.05"
3279,"0,1,2,3","0.2917,0.1982,0.0219,0.4882","0,1,3","""宵, 情, 明珠, 肌膚, 荳蔻, 離愁""，""白發, 送行, 領略""，""人, 鮫綃""","0.29,0.20,0.49"
3280,"0,1,2,3","0.9563,0.0143,0.0143,0.0151","3,0,2","""女, 樹, 水, 雲, 鸞""，""半生, 參差, 悵望, 情, 愛, 河, 美滿, 花, 雁, 難""，""嬌兒""","0.96,0.01,0.02"
3281,"0,1,2,3","0.9545,0.0150,0.0150,0.0155","0,3","""去日, 恨, 愁, 斷腸, 獨, 病, 石, 詩, 追憶, 難""，""天, 生, 當年, 而今, 臨風""","0.95,0.02"
3282,"0,1,2,3","0.7964,0.0125,0.0122,0.1789","0,1,3","""何時, 兒女, 思, 恨, 情, 愁, 滄桑, 苦, 誰知, 難""，""情緣, 春蠶""，""人, 向平, 心願, 昔日, 海, 笑, 而今""","0.80,0.01,0.18"
3283,"0,1,2,3","0.9349,0.0213,0.0221,0.0216","0,2","""傷心, 客, 寒, 平安, 心, 愁, 梅, 病, 苦""，""徹骨""","0.93,0.02"
3284,"0,1,2,3","0.9480,0.0170,0.0172,0.0178","0,3","""依舊, 喜, 愁緒, 春, 歸, 追陪, 閨房, 陽春, 風""，""人, 影, 江水, 無情, 笑""","0.95,0.02"
3285,"0,1,2,3","0.5584,0.4034,0.0185,0.0197","0,1,3","""心, 戀, 書, 歸, 流水, 無窮, 迢迢""，""一再, 百感, 緩緩""，""山, 岫, 雲""","0.56,0.40,0.02"
3286,"0,1,2,3","0.0710,0.0636,0.7996,0.0658","2,0","""畫卷, 脂粉""，""從此""","0.07,0.80"
3287,"0,1,2,3","0.8897,0.0369,0.0368,0.0366","0,2","""今日, 家, 苜蓿, 難, 餐""，""每日""","0.89,0.04"
3288,"0,1,2,3","0.3051,0.0323,0.0326,0.6299","3,2,0","""新, 月夜, 竹葉""，""笑語""，""從此, 悶, 花""","0.31,0.03,0.63"
3289,"0,1,2,3","0.9230,0.0256,0.0256,0.0259","0,3","""今日, 寒, 書, 淚, 苦, 詞, 詩, 長夜""，""當時""","0.92,0.03"
3290,"0,1,2,3","0.8466,0.0511,0.0509,0.0515",0,"""舊, 衣裳, 詩, 難""",0.85
3291,"0,1,2,3","0.0873,0.0860,0.0855,0.7412",3,"""外家, 女""",0.74
3292,"0,1,2,3","0.0538,0.0508,0.8445,0.0509","2,0","""儼然, 壁上, 嬌兒""，""離愁""","0.05,0.84"
3293,"0,1,2,3","0.4369,0.0322,0.4970,0.0339","2,0,3","""妝, 庭花, 東風""，""冷, 北堂, 女兒""，""無情""","0.44,0.50,0.03"
3294,"0,1,2,3","0.5990,0.0155,0.0152,0.3702","0,3,1","""倉皇, 夢, 家, 思, 愁, 感, 舊, 詩, 車""，""仙, 塵, 新, 盈虧""，""摩挲, 素娥, 馬""","0.60,0.02,0.37"
3295,"0,1,2,3","0.0864,0.0170,0.0163,0.8803","0,3,1","""北堂, 心事, 感, 淚, 無限, 蘭, 風""，""山, 愚公, 掌珠, 精衛, 迴環, 雨, 雲""，""轆轤""","0.09,0.02,0.88"
3296,"0,1,2,3","0.9352,0.0215,0.0213,0.0220","0,3,1","""愁, 春, 歸, 花, 關心, 雁""，""天, 女, 雲""，""極目""","0.94,0.02,0.02"
3297,"0,1,2,3","0.4150,0.0137,0.0137,0.5576","3,0,1","""塵, 山, 岫, 水, 猿, 珠江, 盈盈, 雲, 鶴""，""客, 心緒, 戀, 故園, 春, 歸, 落暉, 蘭""，""鷓鴣""","0.42,0.01,0.56"
3298,"0,1,2,3","0.9380,0.0204,0.0204,0.0211","2,0,3","""論文, 風帆, 龍門""，""君, 思, 情, 愛, 獨, 花鳥, 難""，""傾心, 無恙""","0.94,0.02,0.02"
3299,"0,1,2,3","0.9839,0.0053,0.0053,0.0055","0,1,3,2","""喜, 妙, 姑, 客, 寒, 弟, 惜, 愛, 曲, 母, 淚, 獨, 琴, 童, 膝下, 花, 詞, 階, 魚, 鳳""，""他日, 天性, 幻夢, 心頭, 想像, 憂愁, 聰明, 長途""，""和, 唱, 喁喁, 女, 怒, 模糊, 池, 珠, 生, 而今, 蝶, 門楣, 雀, 鳥""，""細細""","0.98,0.01,0.01,0.01"
