poemId,allTopics,allProbabilities,topics,topicWords,topicProbabilities
7676,"0,1,2,3","0.9214,0.0256,0.0258,0.0273","0,3,2","""有情, 素心, 花, 蘭""，""人, 太息, 生, 香""，""東風""","0.92,0.03,0.03"
7677,"0,1,2,3","0.2694,0.0066,0.0065,0.7175","1,3,0,2","""極目, 江, 秋, 馨香""，""人, 仙人, 朝遊, 池, 漠漠, 瀟湘, 煙波, 珠, 生, 紅塵, 緇衣, 美人, 芙蓉, 蓮, 轉瞬, 鏡中, 雲, 顏色""，""岳, 思, 情, 懷抱, 戀, 江南, 舊夢, 舟, 芳草, 苦, 蘭, 長安, 風""，""過時""","0.27,0.01,0.01,0.72"
7678,"0,1,2,3","0.0126,0.0124,0.0123,0.9627","3,2,0,1","""化作, 太息, 奇, 玲瓏, 當年, 美人, 翠, 臨風, 遺恨, 雨, 雲""，""芍藥, 英雄""，""帳, 柔, 花, 蘭""，""垓下, 塵土""","0.01,0.01,0.01,0.96"
7679,"0,1,2,3","0.0142,0.0136,0.0135,0.9586","3,0,1,2","""仙, 女, 影, 翠, 銀河, 陰, 顏色, 香, 龍""，""可憐, 心, 情, 籬, 花房, 風""，""秋""，""無力""","0.01,0.01,0.01,0.96"
7680,"0,1,2,3","0.8140,0.1527,0.0167,0.0166","0,2,3,1","""女兒, 學, 茅屋, 西風, 階""，""自然, 芳名, 茉莉""，""人, 浪""，""宛似, 竹籬, 蕭瑟, 鄉村, 風韻""","0.81,0.15,0.02,0.02"
7681,"0,1,2,3","0.9840,0.0053,0.0052,0.0055","0,2,3,1","""光芒, 兩地, 千里, 喜, 夜, 夢, 客, 寶劍, 尺書, 思鄉, 文章, 春, 杜宇, 歸, 殷勤, 江南, 消夏, 漣漪, 玉樹, 短句, 芝蘭, 花, 芳草, 華表, 詞, 詞賦, 詩, 遠道, 風煙""，""星霜, 燕山, 雛鳳""，""人, 天, 少年, 新, 暮, 梨花, 池塘, 珠璣, 突兀, 翠""，""宋, 家世, 樓臺, 空中""","0.98,0.01,0.01,0.01"
7682,"0,1,2,3","0.9268,0.0238,0.0243,0.0251","3,0,1,2","""影, 水, 眉""，""徘徊, 春, 病, 魚""，""後堂""，""東風, 欄檻""","0.93,0.02,0.02,0.03"
7683,"0,1,2,3","0.9324,0.0217,0.0231,0.0228","3,0,2","""分明, 有意, 玉""，""參差, 恨, 獨, 花, 連環, 閨""，""無心, 芳香""","0.93,0.02,0.02"
7684,"0,1,2,3","0.0270,0.0255,0.0257,0.9218","3,0","""晴, 桃花, 條條, 涼宵, 玉, 苔, 雲""，""心, 珍珠""","0.03,0.92"
7685,"0,1,2,3","0.9605,0.0129,0.0132,0.0134","0,3,1,2","""分開, 夜, 夢, 寒, 心, 燕尾, 琴, 瘦影, 金""，""乙乙, 和, 女, 玉, 珊瑚, 香""，""湘江, 蕭森""，""無心, 翡翠""","0.96,0.01,0.01,0.01"
7686,"0,1,2,3","0.3115,0.0200,0.0198,0.6487","0,3,1","""夢, 官, 寒, 思, 春""，""人, 山, 梅花, 白雪, 竹, 香""，""焚香""","0.31,0.02,0.65"
7687,"0,1,2,3","0.9347,0.0214,0.0213,0.0227","0,3","""參軍, 妹, 獨, 舊, 花, 詩, 金""，""何遜, 愧, 樹, 雲""","0.93,0.02"
7688,"0,1,2,3","0.9390,0.0199,0.0198,0.0213","1,0,3","""江鄉""，""客, 山窗, 徘徊, 梅, 獨, 相逢, 芳辰""，""人, 塵, 玉, 笑""","0.94,0.02,0.02"
7689,"0,1,2,3","0.9292,0.0239,0.0232,0.0236","0,1","""天涯, 客, 寒, 幽懷, 春風, 江南, 淪落, 詩""，""吟咏, 陵""","0.93,0.02"
7690,"0,1,2,3","0.5848,0.0219,0.0221,0.3712","1,0,3,2","""明月, 蓬門""，""冷, 前生, 桃李, 殷勤""，""天, 香, 鳥語""，""芳菲, 風信""","0.58,0.02,0.02,0.37"
7691,"0,1,2,3","0.0239,0.0234,0.0253,0.9273","0,3,2","""冷, 寒, 花""，""塵, 春暉, 笑, 鶴""，""仙骨, 林巒, 驢""","0.02,0.03,0.93"
7692,"0,1,2,3","0.0225,0.0217,0.0213,0.9346","3,0,1","""和, 唱, 山, 畫, 陰, 雪""，""夜, 愁, 朔風""，""笛, 詩情""","0.02,0.02,0.93"
7693,"0,1,2,3","0.0179,0.0172,0.0173,0.9476","3,2,0","""人, 圖畫, 山, 庾嶺, 影, 樹, 生, 當年, 盤根, 相對""，""舊跡""，""春, 詩, 黃昏""","0.02,0.02,0.95"
7694,"0,1,2,3","0.0295,0.0287,0.0284,0.9134","0,3,1","""獨""，""影, 揚州, 蝶, 雪, 雲, 香""，""離離""","0.03,0.03,0.91"
7695,"0,1,2,3","0.9291,0.0233,0.0233,0.0242","0,3,1,2","""夢, 寒, 春, 消息, 相思, 花""，""人, 樹""，""綠萼""，""簾幙""","0.93,0.02,0.02,0.02"
7696,"0,1,2,3","0.9623,0.0127,0.0122,0.0128","0,3,1","""不堪, 夜, 客, 引領, 心, 江梅, 舊, 蕭蕭, 雁, 音, 風""，""湘簾, 陰, 雲, 高樓""，""中宵, 桐, 秋, 笛, 誰家""","0.96,0.01,0.01"
7697,"0,1,2,3","0.9501,0.0164,0.0162,0.0172","1,0,3,2","""世事, 重門""，""夢, 寒, 庭院, 春, 梅雨, 病, 落花, 蕭蕭, 黃昏""，""寂寞, 畫, 香""，""離騷""","0.95,0.02,0.02,0.02"
7698,"0,1,2,3","0.0179,0.0173,0.0171,0.9477","3,0,1","""山, 林, 笑, 郎, 雪, 香""，""冷, 心, 曲, 珍重, 瑤琴, 花""，""冬夜, 獨自""","0.02,0.02,0.95"
7699,"0,1,2,3","0.9566,0.0142,0.0142,0.0150","0,3","""冷, 夢, 寂寂, 寒, 愁, 爐, 簾幕, 舊, 蜡炬, 西風, 詞, 辜負, 難, 鴉""，""人, 和, 翠""","0.96,0.01"
7700,"0,1,2,3","0.0296,0.0304,0.0812,0.8589","2,0,1,3","""南枝""，""寒""，""特地, 蒼苔""，""春光, 林, 笑, 鶴""","0.03,0.03,0.08,0.86"
7701,"0,1,2,3","0.8684,0.0433,0.0435,0.0448","3,2,0","""新, 香""，""倩影""，""春, 消息""","0.87,0.04,0.04"
7702,"0,1,2,3","0.0335,0.0338,0.5251,0.4076","2,1,3","""夕照, 杏花, 東風""，""山色, 旗""，""楊枝, 香""","0.03,0.53,0.41"
7703,"0,1,2,3","0.0377,0.0365,0.0383,0.8875","2,0,3","""女伴, 妝, 靑梅""，""花, 風""，""香""","0.04,0.04,0.89"
7704,"0,1,2,3","0.0299,0.0288,0.9118,0.0295","3,2,0","""輕舟""，""林塘, 泥人, 百六, 脉脉""，""夕陽, 情, 韶光""","0.03,0.91,0.03"
7705,"0,1,2,3","0.0296,0.0285,0.0285,0.9133","3,0","""人, 低頭, 影, 扇, 新婚, 燭, 高樓""，""春""","0.03,0.91"
7706,"0,1,2,3","0.9280,0.0238,0.0239,0.0242","0,2,3,1","""夢, 窗紗, 花, 鶯聲""，""嚦嚦, 妝""，""郎, 香""，""惺忪, 鬢邊""","0.93,0.02,0.02,0.02"
7707,"0,1,2,3","0.0642,0.3585,0.0641,0.5132","3,1","""盈盈""，""蠻腰, 風流""","0.36,0.51"
7708,"0,1,2,3","0.9146,0.0283,0.0282,0.0289","0,3","""情緒, 惜, 春, 病, 簾, 花, 鸚鵡""，""影""","0.91,0.03"
7709,"0,1,2,3","0.9138,0.0285,0.0283,0.0293","3,0","""暮, 竹""，""寒, 愁, 春, 玉鉤, 簾, 花""","0.91,0.03"
7710,"0,1,2,3","0.0274,0.0256,0.0255,0.9214","3,0","""梨花, 樹, 細雨, 翠, 苔""，""寂寂, 春, 燕子, 黃昏""","0.03,0.92"
7711,"0,1,2,3","0.9220,0.0256,0.0254,0.0270","0,3","""多情, 惜, 戀, 春, 相思, 花""，""蝶, 香, 鶯""","0.92,0.03"
7712,"0,1,2,3","0.9332,0.0215,0.0217,0.0237","3,0,2","""人, 池塘, 生, 雨, 香, 鴛鴦""，""思, 涼風, 無限, 花""，""細細""","0.93,0.02,0.02"
7713,"0,1,2,3","0.0303,0.0288,0.0283,0.9125","1,3,0","""明月""，""天, 梧桐, 玉, 閒步""，""可憐, 秋風, 階""","0.03,0.03,0.91"
7714,"0,1,2,3","0.9219,0.0256,0.0257,0.0268","3,0","""梧桐, 鳥""，""君, 夜夜, 夢, 家, 花, 詩""","0.92,0.03"
7715,"0,1,2,3","0.0273,0.0261,0.0275,0.9190","3,2,0,1","""人, 星星, 苔""，""不見, 月華, 茉莉, 螢火""，""夜""，""樓臺""","0.03,0.03,0.03,0.92"
7716,"0,1,2,3","0.6698,0.0368,0.2565,0.0368","2,0,1","""桐陰, 輕寒""，""天邊, 感, 身世""，""茫茫""","0.67,0.04,0.26"
7717,"0,1,2,3","0.9344,0.0216,0.0220,0.0219","0,3,2","""寂寥, 獨, 落葉, 蕭蕭, 西風""，""生, 雨""，""剪碎, 昨夜, 窗前, 鳳尾蕉""","0.93,0.02,0.02"
7718,"0,1,2,3","0.0457,0.0434,0.0422,0.8688","3,0,1","""銀河, 雙星""，""愁, 獨""，""聰明""","0.05,0.04,0.87"
7719,"0,1,2,3","0.9507,0.0162,0.0162,0.0169","0,3,2","""多情, 夜, 帳, 恨, 憑欄, 漫漫, 珍重, 秋風, 耐寒, 識字""，""影, 本來, 蟲, 雨""，""記取""","0.95,0.02,0.02"
7720,"0,1,2,3","0.4092,0.0134,0.0137,0.5637","3,0,2","""人, 履, 斜陽, 新, 新鶯, 晴, 蝶, 鸞""，""情, 春, 泥, 海棠, 花, 芳徑, 闌, 鳳""，""瓊英, 茉莉""","0.41,0.01,0.56"
7721,"0,1,2,3","0.7880,0.0321,0.1472,0.0326","2,0","""夕照, 妝, 牆頭, 草草""，""花, 離愁, 鴉""","0.79,0.15"
7722,"0,1,2,3","0.9127,0.0287,0.0289,0.0297","0,3,2","""惆悵, 愔愔, 日日, 柳絲, 畫眉, 花""，""人""，""窗前""","0.91,0.03,0.03"
7723,"0,1,2,3","0.9291,0.0234,0.0236,0.0239","0,3,2,1","""君, 庭院, 斷腸, 淚, 花, 闌, 階""，""玉""，""不見""，""秋""","0.93,0.02,0.02,0.02"
7724,"0,1,2,3","0.0270,0.5333,0.0264,0.4134","3,1,0,2","""水面, 茅檐, 輕舟""，""板橋, 落英, 釣魚磯""，""柳, 花""，""無數""","0.03,0.53,0.03,0.41"
7725,"0,1,2,3","0.9288,0.0236,0.0236,0.0239","3,0,1,2","""楊柳, 香""，""平原, 愛, 短短, 羅衣, 落花, 鴉""，""薄薄""，""新雨""","0.93,0.02,0.02,0.02"
7726,"0,1,2,3","0.7141,0.0260,0.0256,0.2343","0,3,1","""惜, 愁, 春, 簾, 階""，""人, 塵, 池塘""，""闌珊""","0.71,0.03,0.23"
7727,"0,1,2,3","0.0457,0.0430,0.0433,0.8680","1,0,3","""蒼苔""，""春""，""人, 和, 湘簾""","0.05,0.04,0.87"
7728,"0,1,2,3","0.9486,0.0170,0.0170,0.0174","0,3","""君, 咫尺, 心緒, 思, 恨, 情懷, 淚, 獨, 相見, 絮, 落花, 難""，""人, 鶯""","0.95,0.02"
7729,"0,1,2,3","0.9478,0.0175,0.0171,0.0177","0,3,1,2","""君, 愁, 死, 淚, 相思, 紗窗, 蜡炬, 難""，""賦詩""，""不諱, 春蠶""，""抽絲""","0.95,0.02,0.02,0.02"
7730,"0,1,2,3","0.9843,0.0051,0.0054,0.0053","0,2,3,1","""不忍, 但願, 多情, 宵, 寂寂, 寄語, 惜, 愁, 慰, 春, 春花, 春風, 柳, 桃李, 歸, 煩惱, 相思, 芬芳, 花, 薄命, 閨, 風, 鮮""，""料峭, 春色, 東風, 花篇""，""人, 妬, 春光, 眉, 雨, 零落, 香""，""風雨""","0.98,0.01,0.01,0.01"
7731,"0,1,2,3","0.9393,0.0198,0.0196,0.0213","0,3","""兩地, 塵囂, 愁, 病, 窗外, 闌, 雁, 風, 鴉""，""天, 笑, 賦詩""","0.94,0.02"
7732,"0,1,2,3","0.4220,0.0236,0.0244,0.5300","0,3,2,1","""參差, 窗紗, 飄零""，""新, 無情, 落日, 蟬聲, 雨""，""昨夜""，""藕花""","0.42,0.02,0.02,0.53"
7733,"0,1,2,3","0.9017,0.0321,0.0332,0.0329","3,0,2","""生, 眉, 香""，""小院, 窗扉, 羅衣""，""暑氣""","0.90,0.03,0.03"
7734,"0,1,2,3","0.0297,0.0291,0.7282,0.2130","2,3,0","""幽情, 星河, 祇恐, 秋光, 花間""，""水晶, 玉""，""冷""","0.03,0.73,0.21"
7735,"0,1,2,3","0.8908,0.0364,0.0363,0.0365",0,"""不忍, 今宵, 夜, 思, 箋, 詩""",0.89
7736,"0,1,2,3","0.4490,0.0324,0.0322,0.4863","0,3","""夜, 月色, 蟋蟀, 階""，""中庭, 扇, 笑""","0.45,0.49"
7737,"0,1,2,3","0.0305,0.0284,0.0284,0.9127","3,0","""人, 水, 玉, 苔, 闌干""，""夜, 寒, 花""","0.03,0.91"
7738,"0,1,2,3","0.4451,0.0289,0.0286,0.4974","1,3,0","""支離""，""火, 無奈, 玲瓏""，""心, 愁, 銷魂, 黃昏""","0.45,0.03,0.50"
7739,"0,1,2,3","0.3243,0.0321,0.6099,0.0337","2,3,0","""妝, 楊妃, 無力, 紅粉""，""香""，""淚, 西風""","0.32,0.61,0.03"
7740,"0,1,2,3","0.9384,0.0199,0.0205,0.0212","2,0,3,1","""燈影, 落空""，""夢, 惆悵, 死, 殘月, 淚, 花, 蜡炬""，""和, 翠""，""秋""","0.94,0.02,0.02,0.02"
7741,"0,1,2,3","0.9396,0.0201,0.0200,0.0203","0,2,3,1","""如願, 寂寂, 情, 昔時, 歸, 獨, 身世, 難""，""月影""，""香""，""明月, 蕭瑟""","0.94,0.02,0.02,0.02"
7742,"0,1,2,3","0.0387,0.0382,0.0369,0.8862","0,1,3","""寂寂, 簾""，""重門, 離緒""，""雨, 魂""","0.04,0.04,0.89"
7743,"0,1,2,3","0.0178,0.0173,0.0171,0.9479","3,0,1","""中庭, 人, 天, 寂莫, 影, 樹, 竹, 翠""，""寒, 梅, 窗紗, 風, 鴉""，""明月""","0.02,0.02,0.95"
7744,"0,1,2,3","0.0540,0.0515,0.0515,0.8431","0,3","""夜""，""人, 冰, 梅梢""","0.05,0.84"
7745,"0,1,2,3","0.3901,0.0370,0.5339,0.0390","0,3,2","""愁, 病""，""影""，""大於, 大觀, 瘦削""","0.39,0.53,0.04"
7746,"0,1,2,3","0.0340,0.0325,0.4020,0.5315","2,0,3","""妝, 曙光, 草草""，""寒, 尋常""，""人, 鸞""","0.03,0.40,0.53"
7747,"0,1,2,3","0.9204,0.0263,0.0259,0.0274","3,0,1","""北風, 記得, 颯颯""，""夢, 客, 寒, 旅館, 簾""，""去年""","0.92,0.03,0.03"
7748,"0,1,2,3","0.8862,0.0373,0.0370,0.0394","0,3","""無聊, 簾, 難, 黃昏""，""消遣, 魂""","0.89,0.04"
7749,"0,1,2,3","0.9338,0.0216,0.0226,0.0221","0,3,2","""可憐, 囘首, 夜, 宵, 江南, 無益, 相思, 蕭蕭, 風雪""，""省識""，""泥人""","0.93,0.02,0.02"
7750,"0,1,2,3","0.9301,0.0231,0.0233,0.0236",0,"""光陰, 夢, 客, 尋常, 愁, 感, 新詩, 車, 難, 風""",0.93
7751,"0,1,2,3","0.6065,0.0234,0.0235,0.3465","3,0,2","""山, 新, 畫, 笑, 郎""，""今日, 徘徊, 春, 羅衣""，""妝""","0.61,0.02,0.35"
7752,"0,1,2,3","0.3898,0.0373,0.0374,0.5355","1,3,0","""詩情畫意""，""纏綿, 香""，""愁緒, 眉尖, 閨""","0.39,0.04,0.54"
7753,"0,1,2,3","0.5383,0.3958,0.0324,0.0334","3,1,0","""女""，""時光, 窗下, 聰明""，""新詩, 春風, 畫眉""","0.54,0.40,0.03"
7754,"0,1,2,3","0.9538,0.0151,0.0152,0.0160","3,0","""人, 唱, 纏綿, 雨""，""分離, 君, 恐, 情緒, 歧, 淚, 無語, 絮語, 難免, 音, 驪歌, 黯然""","0.95,0.02"
7755,"0,1,2,3","0.9513,0.0160,0.0161,0.0165","2,3,0","""自持""，""分明, 和, 雪, 香""，""佳章, 傾倒, 君, 心, 思, 情, 珍珠, 相思, 詩""","0.95,0.02,0.02"
7756,"0,1,2,3","0.0443,0.0429,0.8671,0.0457","2,3,0","""疎密, 膽瓶""，""天然, 畫""，""詩""","0.04,0.87,0.05"
7757,"0,1,2,3","0.9227,0.0258,0.0254,0.0261","3,0,1","""玉, 蟲""，""三更, 夜, 夢, 挑燈, 獨, 紗窗""，""風雨""","0.92,0.03,0.03"
7758,"0,1,2,3","0.9512,0.0160,0.0161,0.0167","0,3","""別離, 夢, 平安, 恐, 慰, 正酣, 病, 簾, 詩, 闌, 難, 風""，""冰, 郎, 雪""","0.95,0.02"
7759,"0,1,2,3","0.9511,0.0163,0.0162,0.0164","2,0,3,1","""幽情, 鴛幃""，""囘首, 夢, 夫婿, 思, 戀, 故園, 春, 殷勤, 病骨, 箋, 鸞鏡""，""塵""，""牙籤""","0.95,0.02,0.02,0.02"
7760,"0,1,2,3","0.9017,0.0327,0.0332,0.0323","0,2,1","""仔細, 午夜, 寒, 相思, 難""，""錦帳""，""秋""","0.90,0.03,0.03"
7761,"0,1,2,3","0.0396,0.0377,0.8814,0.0412","3,2,0","""新, 龍""，""並肩, 昨夜, 笑語""，""無賴""","0.04,0.88,0.04"
7762,"0,1,2,3","0.0459,0.0438,0.8655,0.0448","0,2,1","""詩, 閨""，""品茗, 韻事""，""明月""","0.05,0.04,0.87"
7763,"0,1,2,3","0.0297,0.0290,0.0285,0.9127","1,3,0","""涼月""，""工夫, 影, 翠, 苔, 險, 雨""，""新詩""","0.03,0.03,0.91"
7764,"0,1,2,3","0.8891,0.0363,0.0373,0.0373","3,0,2","""玉, 香""，""斷腸, 詞, 遲遲""，""嬌兒""","0.89,0.04,0.04"
7765,"0,1,2,3","0.8866,0.0379,0.0375,0.0380","0,3,1","""悲, 泉臺, 珍惜, 膝下""，""曇花""，""慈""","0.89,0.04,0.04"
7766,"0,1,2,3","0.9227,0.0255,0.0260,0.0257","0,2","""傷心, 夢, 天涯, 彌留, 書, 歸信, 苦, 音""，""昨夜""","0.92,0.03"
7767,"0,1,2,3","0.9223,0.0258,0.0258,0.0262","0,3,1","""夜, 夢, 孤魂, 寂寂, 恐, 關心, 風""，""雨""，""小小""","0.92,0.03,0.03"
7768,"0,1,2,3","0.8893,0.0368,0.0367,0.0372","0,2","""傷心, 天空, 愁, 淚, 難""，""重泉""","0.89,0.04"
7769,"0,1,2,3","0.0435,0.0422,0.8718,0.0425","2,0","""幽情, 投懷, 玉燕, 蓮臺""，""依舊""","0.04,0.87"
7770,"0,1,2,3","0.9510,0.0167,0.0160,0.0163","0,3,1,2","""君, 夜, 夢, 天涯, 學, 家, 情, 愁, 花, 詩, 辜負""，""愧, 韶華""，""應有""，""記取""","0.95,0.02,0.02,0.02"
7771,"0,1,2,3","0.8244,0.0130,0.0130,0.1496","0,1,3","""夢, 天涯, 宵, 心, 情, 戀, 春, 未消, 海棠, 無聊, 燒, 簾, 銀燈, 關山""，""綺寮""，""有限, 漏夜, 蓮, 香""","0.82,0.01,0.15"
7772,"0,1,2,3","0.0183,0.9474,0.0171,0.0172","1,0","""天憐, 客途, 揮毫, 潦倒, 瑤章, 自古, 門牆, 陪侍, 隔年, 雲煙""，""兒女, 君, 才華, 難""","0.02,0.95"
7773,"0,1,2,3","0.9343,0.0218,0.0214,0.0225","0,3,1,2","""佳句, 君, 夢, 天涯, 弟""，""愧, 早春, 眉""，""世事, 柳葉""，""櫻花""","0.93,0.02,0.02,0.02"
7774,"0,1,2,3","0.9559,0.0144,0.0144,0.0153","0,3","""客, 愁, 戀, 春寒, 歸, 無賴, 窗扉, 簾, 長隄, 闌, 風""，""兀自, 盈盈, 翠, 雨, 雲, 靑山""","0.96,0.02"
7775,"0,1,2,3","0.8265,0.0163,0.0161,0.1411","3,0,1,2","""家書, 新, 梅花, 蓮子, 香""，""夢, 心, 恨, 愁, 燕子, 舊, 苦, 雕梁""，""茫茫""，""春色""","0.83,0.02,0.02,0.14"
7776,"0,1,2,3","0.4553,0.0447,0.0429,0.4571","3,0,1","""梅花, 茅檐""，""君, 家""，""明月""","0.46,0.04,0.46"
7777,"0,1,2,3","0.9029,0.0322,0.0327,0.0323","0,2","""宵, 微雨, 無語, 眉宇, 簾, 花""，""濛濛""","0.90,0.03"
7778,"0,1,2,3","0.0271,0.0260,0.0263,0.9206","0,3,2,1","""喜, 泥, 牆角, 玉階""，""春水, 苔, 雨""，""夕照""，""釣魚磯""","0.03,0.03,0.03,0.92"
7779,"0,1,2,3","0.9007,0.0323,0.0328,0.0342","2,0,3","""妝""，""可憐, 家, 思, 無聊""，""雨, 鳥""","0.90,0.03,0.03"
7780,"0,1,2,3","0.0309,0.0288,0.9102,0.0301","2,0,3","""妝, 徹底, 翻新, 菱花""，""寒, 徘徊""，""人, 影""","0.03,0.91,0.03"
7781,"0,1,2,3","0.9512,0.0162,0.0160,0.0166","0,3,1,2","""光陰, 恨, 愁, 江南, 淚, 烽火, 燒, 菊花, 詩, 金釵, 雁書""，""燭, 雲""，""秋""，""滿目""","0.95,0.02,0.02,0.02"
7782,"0,1,2,3","0.9509,0.0165,0.0162,0.0164","3,0,1,2","""家門, 月下, 海, 羊腸""，""功名, 君, 天涯, 思, 淚, 湖山, 迢迢, 離愁""，""一身, 壯志""，""世路""","0.95,0.02,0.02,0.02"
7783,"0,1,2,3","0.9224,0.0258,0.0260,0.0258","1,0,2","""涼月""，""不忍, 夢, 客, 獨, 簾, 西風, 銀屏""，""昨夜""","0.92,0.03,0.03"
7784,"0,1,2,3","0.5563,0.0365,0.3691,0.0381","2,0,3","""一萬, 妝, 幽情""，""相思, 離愁""，""眉""","0.56,0.37,0.04"
7785,"0,1,2,3","0.9135,0.0294,0.0283,0.0288","0,3,1","""今夜, 天涯, 寒, 悄悄, 菊""，""闌干""，""幾人, 月輪""","0.91,0.03,0.03"
7786,"0,1,2,3","0.0246,0.0238,0.2328,0.7187","2,3,0,1","""好夢, 疎星, 闌月""，""三五, 綠意, 翠羽""，""愁, 春, 曲""，""百千萬""","0.02,0.02,0.23,0.72"
7787,"0,1,2,3","0.0178,0.6650,0.0173,0.2998","3,1,0,2","""山, 竹, 蟲, 陰""，""九曲溪, 半夜, 屋角, 江, 百千萬, 秋, 茅舍""，""四壁, 尺書""，""寒意""","0.02,0.67,0.02,0.30"
7788,"0,1,2,3","0.9819,0.0060,0.0060,0.0061","0,3,2,1","""何時, 君, 四壁, 夏, 夢, 學, 宵, 寒, 山路, 弟, 往事, 恨, 悶, 惜, 憔悴, 斷腸, 書, 歸, 淒然, 烽火, 無言, 爐, 父, 獨, 瘦影, 薄病, 詩, 雁, 韶光, 黃花""，""冬, 心思, 新, 泣, 火, 燭, 香""，""偷, 娘, 渺茫""，""天際""","0.98,0.01,0.01,0.01"
7789,"0,1,2,3","0.6635,0.0079,0.0079,0.3206","0,3,2,1","""傷心, 呱呱, 囘首, 夜, 往事, 悲, 愁, 春, 杜宇, 殘月, 缺, 襁褓, 迴腸, 離別, 風""，""人, 山, 時節, 桃花, 歸來, 水, 泣, 珠, 畫, 細雨, 記得, 雨""，""品茗, 碎花""，""急""","0.66,0.01,0.01,0.32"
7790,"0,1,2,3","0.9694,0.0100,0.0102,0.0104","0,3,2,1","""傷心, 千般, 多情, 天邊, 家, 平生, 幽恨, 庭院, 思, 愁, 相思, 簾幕, 花, 音""，""人, 分明, 別緒, 影, 當初, 相親, 而今""，""沈吟, 陰陰""，""明月""","0.97,0.01,0.01,0.01"
7791,"0,1,2,3","0.9538,0.0151,0.0152,0.0159","0,3,2","""情緒, 愁, 春, 歸, 獨立, 畢竟, 紅豆, 花, 芳心, 金鍼, 鸚鵡""，""寂寞, 柳絮, 鴛鴦""，""脉脉""","0.95,0.02,0.02"
7792,"0,1,2,3","0.9538,0.0151,0.0154,0.0158","0,2,3","""悄悄, 春, 書, 煩惱, 相思, 難, 雨雨, 音, 黃昏""，""妝, 輕寒""，""人, 天, 雲, 風風, 香""","0.95,0.02,0.02"
7793,"0,1,2,3","0.9679,0.0107,0.0106,0.0108","3,0,1","""暮, 畫, 萋萋, 雨""，""天涯, 小院, 愔愔, 春, 柳, 簾, 花, 芳草""，""不住""","0.97,0.01,0.01"
7794,"0,1,2,3","0.6115,0.0137,0.3605,0.0143","3,0,1,2","""桃花, 眉, 香""，""夢, 恨, 春, 歸, 泥, 玉人""，""惺忪, 芭蕉""，""女伴, 昨朝, 紫燕, 胭脂, 鬱金, 黃鶯""","0.61,0.01,0.36,0.01"
7795,"0,1,2,3","0.0181,0.0170,0.0171,0.9478","0,3","""別離, 情, 愁, 爐, 簾, 金""，""新, 楊花, 沈檀, 無意, 珠, 蝶, 闌干, 鴛鴦""","0.02,0.95"
7796,"0,1,2,3","0.7517,0.0201,0.0210,0.2073","0,3,2","""懨懨, 新詩, 海棠, 病, 遲遲""，""湘簾, 無奈, 驚覺, 鶯""，""好夢, 窗前, 翠竹""","0.75,0.02,0.21"
7797,"0,1,2,3","0.9535,0.0153,0.0152,0.0160","0,3,1,2","""今宵, 君, 寂寂, 寒, 春草, 爐, 相思, 金, 難""，""人, 叢叢, 可惜, 團圞, 池塘""，""明月""，""玉欄""","0.95,0.02,0.02,0.02"
7798,"0,1,2,3","0.9221,0.0259,0.0257,0.0263","0,3,1","""夢, 憔悴, 荼蘼""，""梅花, 香""，""去年, 消瘦""","0.92,0.03,0.03"
7799,"0,1,2,3","0.0148,0.0143,0.0143,0.9566","3,2,0","""佇立, 園林, 新, 枝頭, 歸來, 海棠花, 玉, 翠, 苔, 賦詩, 雨, 顆顆""，""靑梅""，""獨, 相思, 闌, 階""","0.01,0.01,0.96"
7800,"0,1,2,3","0.6564,0.0160,0.0161,0.3116","0,3,2","""夢, 愁, 慰, 相思, 簾, 花, 詩, 金釵""，""影, 眉, 翠, 起立, 雲, 香""，""妝""","0.66,0.02,0.31"
7801,"0,1,2,3","0.0219,0.0214,0.0213,0.9355","3,0","""和, 塵, 天, 淸輝, 玉宇, 相映, 闌干, 雲, 香""，""燒, 金""","0.02,0.94"
7802,"0,1,2,3","0.9514,0.0160,0.0164,0.0161","0,3,2","""情緒, 愁, 春, 杜宇, 歸, 燕子, 簾, 總是, 蕭蕭""，""雨""，""呢喃, 報道, 杏花""","0.95,0.02,0.02"
7803,"0,1,2,3","0.9648,0.0117,0.0116,0.0118","0,3,1","""囘首, 夜, 奈何, 寒氣, 幽恨, 往事, 思, 淚, 玉階, 箋, 簾, 緜緜, 蒼茫, 蟋蟀, 身世, 難""，""天, 影, 生, 細雨""，""不住""","0.96,0.01,0.01"
7804,"0,1,2,3","0.9777,0.0074,0.0073,0.0076","0,3,1,2","""今生, 兩地, 君, 家, 弟, 恨, 情意, 慰, 淚, 無聊, 無限, 畢竟, 相思, 累, 絮, 花, 詩, 誰知, 闌, 風, 飄零""，""人, 天氣, 從頭, 生, 繾綣, 翠, 魂""，""世事, 未卜, 聰明, 茫茫""，""伶仃""","0.98,0.01,0.01,0.01"
7805,"0,1,2,3","0.9212,0.0258,0.0258,0.0273","0,3","""寒, 愁, 簾""，""人, 雲""","0.92,0.03"
7806,"0,1,2,3","0.9437,0.0186,0.0185,0.0192","0,3,2,1","""愁, 簾, 花, 落花, 輕輕, 風""，""新, 新月""，""滿滿""，""明月""","0.94,0.02,0.02,0.02"
